,name,review_count,FSA,price_range,take_out,success,Visible_Minority_Population_Pct,South_Asian_Pct,Chinese_Pct,Black_Pct,Filipino_Pct,Latin American_Pct,Arab_Pct,South_East_Asian_Pct,West_Asian_Pct,Korean_Pct,Japanese_Pct,Not_Visible_Minority_Population_Pct,Population,Population_Average_Age,Age:0-19,Age:20-39,Age:40-59,Age:60plus,Median Income,Commute:Drive,Commute:Walk_Bus_Bike,NonImmigrants,Immigrants,House_Owner_Pct,House_Renter_Pct,Median_Monthly_Rent,Median_Monthly_Buy,Restaurant_Density,L4K,L6A,M1B,M1C,M1E,M1G,M1H,M1J,M1K,M1L,M1M,M1N,M1P,M1R,M1S,M1T,M1V,M1W,M1X,M2H,M2J,M2K,M2L,M2M,M2N,M2P,M2R,M3A,M3B,M3C,M3H,M3J,M3K,M3L,M3M,M3N,M4A,M4B,M4C,M4E,M4G,M4H,M4J,M4K,M4L,M4M,M4N,M4P,M4R,M4S,M4T,M4V,M4W,M4X,M4Y,M5A,M5B,M5C,M5E,M5G,M5H,M5J,M5M,M5N,M5P,M5R,M5S,M5T,M5V,M6A,M6B,M6C,M6E,M6G,M6H,M6J,M6K,M6L,M6M,M6N,M6P,M6R,M6S,M8V,M8W,M8X,M8Y,M8Z,M9A,M9B,M9C,M9L,M9M,M9N,M9P,M9R,M9V,M9W,Bakeries,Bars,Breakfast/Brunch,Chinese,Coffee/Tea,Desserts,Japanese,Korean,Mexican,Misc,Non-Visible Minority Foods,South East Asian,Specialty,Vegetarian/Vegan,West Asian,avg_hours_in_week
32,Bolt Fresh Bar,57,M6J,2,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.714
33,Cadillac Jenkins,13,M6J,1,0,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.857
34,Odd Seoul,267,M6J,2,0,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.714
35,The Gladstone Cafe,16,M6J,1,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
36,The Theatre Centre,5,M6J,1,0,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
37,Swan Restaurant,107,M6J,2,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0
38,Apalla,36,M6J,2,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
39,Cloud Free Agent Espresso Bar,11,M6J,1,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.786
40,Rose and Sons Swan,47,M6J,2,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.429
41,Atsa Matta For You? Trattoria,5,M6J,1,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.429
42,The Pie Commission,63,M6J,1,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.571
43,Oxtail Pho & Banh Mi,31,M6J,2,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
44,The Beer Store - Queen and Bathurst,3,M6J,2,0,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.786
45,Rock Lobster Food Co,140,M6J,2,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.571
46,Cafe Neon,51,M6J,2,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
47,Full of Beans Coffee House & Roastery,30,M6J,1,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.286
48,Imanishi Japanese Kitchen,70,M6J,2,0,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.714
49,The Beer Store - Dundas and Lakeview,3,M6J,4,0,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.214
50,Chop Chop,51,M6J,1,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.714
51,Lamesa Filipino Kitchen,281,M6J,2,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
52,Freshco,14,M6J,1,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.857
53,The Saint Tavern,123,M6J,2,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
54,Jimmy's Coffee,8,M6J,2,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.857
55,Nam Sandwich,27,M6J,1,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.857
56,Mavrik Wine Bar,33,M6J,3,0,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0
57,Barton Snacks,29,M6J,1,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.286
58,Omaw,63,M6J,3,0,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.643
59,Soos,139,M6J,3,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.857
60,Prague Fine Food Emporium,29,M6J,2,1,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.714
61,The Tampered Press,69,M6J,1,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.357
62,Czehoski,125,M6J,2,0,0,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.286
63,Schmaltz,16,M6J,2,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
64,H Bar,21,M6J,2,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.571
65,Enoteca Sociale,282,M6J,3,1,1,9055.0,900.0,4225.0,1100.0,440.0,615.0,170.0,335.0,150.0,320.0,185.0,22570.0,32684.0,38.9,4060.0,15465.0,7935.0,5210.0,57063.0,5445.0,12115.0,20335.0,10225.0,7355.0,7760.0,1402.0,1683.0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
